timestamp=position_x=position_y=position_z=orientation_x=orientation_y=orientation_z=orientation_w
217,800=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
217,820=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
217,870=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
217,900=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
217,940=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
217,970=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
218,000=0,825=-12,107=0,000=0,000=0,000=0,707=0,708
218,030=0,825=-12,107=0,000=0,000=0,000=0,707=0,708
218,070=0,825=-12,107=0,000=0,000=0,000=0,707=0,708
218,100=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
218,150=0,825=-12,107=0,000=0,000=0,000=0,707=0,708
218,180=0,825=-12,107=0,000=0,000=0,000=0,707=0,708
218,200=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
218,230=0,824=-12,107=0,000=0,000=0,000=0,707=0,708
218,250=0,825=-12,107=0,000=0,000=0,000=0,707=0,707
218,280=0,825=-12,106=0,000=0,000=0,000=0,706=0,708
218,300=0,826=-12,106=0,000=0,000=0,000=0,705=0,709
218,340=0,826=-12,103=0,000=0,000=0,000=0,702=0,712
218,350=0,826=-12,102=0,000=0,000=0,000=0,701=0,713
218,380=0,826=-12,099=0,000=0,000=0,000=0,698=0,716
218,410=0,827=-12,095=0,000=0,000=0,000=0,694=0,720
218,430=0,827=-12,091=0,000=0,000=0,000=0,692=0,722
218,450=0,828=-12,088=0,000=0,000=0,000=0,691=0,723
218,480=0,829=-12,081=0,000=0,000=0,000=0,688=0,725
218,510=0,830=-12,074=0,000=0,000=0,000=0,686=0,728
218,560=0,834=-12,060=0,000=0,000=0,000=0,683=0,731
218,590=0,836=-12,050=0,000=0,000=0,000=0,681=0,733
218,610=0,838=-12,044=0,000=0,000=0,000=0,679=0,734
218,640=0,842=-12,032=0,000=0,000=0,000=0,678=0,735
218,660=0,844=-12,024=0,000=0,000=0,000=0,677=0,736
218,680=0,846=-12,015=0,000=0,000=0,000=0,676=0,736
218,710=0,848=-12,002=0,000=0,000=0,000=0,675=0,738
218,730=0,852=-11,992=0,000=0,000=0,000=0,675=0,738
218,760=0,856=-11,977=0,000=0,000=0,000=0,675=0,738
218,790=0,860=-11,961=0,000=0,000=0,000=0,673=0,740
218,840=0,869=-11,932=0,000=0,000=0,000=0,672=0,741
218,860=0,870=-11,920=0,000=0,000=0,000=0,672=0,741
218,890=0,875=-11,901=0,000=0,000=0,000=0,670=0,742
218,910=0,879=-11,889=0,000=0,000=0,000=0,669=0,743
218,940=0,882=-11,868=0,000=0,000=0,000=0,669=0,743
218,970=0,885=-11,847=0,000=0,000=0,000=0,668=0,744
219,000=0,889=-11,824=0,000=0,000=0,000=0,667=0,745
219,040=0,894=-11,793=0,000=0,000=0,000=0,666=0,746
219,050=0,895=-11,786=0,000=0,000=0,000=0,666=0,746
219,080=0,898=-11,762=0,000=0,000=0,000=0,665=0,747
219,120=0,902=-11,730=0,000=0,000=0,000=0,664=0,748
219,140=0,903=-11,714=0,000=0,000=0,000=0,664=0,748
219,170=0,908=-11,691=0,000=0,000=0,000=0,663=0,748
219,180=0,909=-11,683=0,000=0,000=0,000=0,663=0,749
219,200=0,912=-11,667=0,000=0,000=0,000=0,662=0,750
219,250=0,917=-11,627=0,000=0,000=0,000=0,662=0,750
219,310=0,923=-11,580=0,000=0,000=0,000=0,659=0,752
219,340=0,926=-11,556=0,000=0,000=0,000=0,658=0,753
219,370=0,927=-11,532=0,000=0,000=0,000=0,658=0,753
219,390=0,928=-11,516=0,000=0,000=0,000=0,657=0,754
219,450=0,934=-11,468=0,000=0,000=0,000=0,656=0,755
219,480=0,938=-11,444=0,000=0,000=0,000=0,655=0,756
219,510=0,941=-11,420=0,000=0,000=0,000=0,654=0,757
219,530=0,943=-11,404=0,000=0,000=0,000=0,654=0,757
219,550=0,944=-11,389=0,000=0,000=0,000=0,653=0,757
219,590=0,947=-11,357=0,000=0,000=0,000=0,652=0,758
219,650=0,953=-11,309=0,000=0,000=0,000=0,651=0,759
219,680=0,956=-11,285=0,000=0,000=0,000=0,650=0,760
219,700=0,955=-11,270=0,000=0,000=0,000=0,648=0,762
219,730=0,956=-11,246=0,000=0,000=0,000=0,647=0,763
219,760=0,960=-11,222=0,000=0,000=0,000=0,646=0,763
219,800=0,963=-11,190=0,000=0,000=0,000=0,644=0,765
219,830=0,966=-11,167=0,000=0,000=0,000=0,643=0,766
219,860=0,971=-11,143=0,000=0,000=0,000=0,642=0,767
219,880=0,973=-11,127=0,000=0,000=0,000=0,641=0,767
219,900=0,960=-11,112=0,000=0,000=0,000=0,637=0,771
219,940=0,969=-10,919=0,000=0,000=0,000=0,637=0,771
219,960=0,977=-10,903=0,000=0,000=0,000=0,638=0,770
219,990=0,984=-10,880=0,000=0,000=0,000=0,637=0,770
220,040=0,993=-10,840=0,000=0,000=0,000=0,636=0,771
220,070=0,997=-10,817=0,000=0,000=0,000=0,636=0,772
220,090=1,001=-10,801=0,000=0,000=0,000=0,635=0,772
220,160=1,007=-10,746=0,000=0,000=0,000=0,633=0,774
220,190=1,014=-10,723=0,000=0,000=0,000=0,632=0,775
220,210=1,018=-10,707=0,000=0,000=0,000=0,632=0,775
220,230=1,022=-10,691=0,000=0,000=0,000=0,632=0,775
220,250=1,041=-10,515=0,000=0,000=0,000=0,634=0,774
220,300=1,040=-10,441=0,000=0,000=0,000=0,631=0,776
