timestamp=position_x=position_y=position_z=orientation_x=orientation_y=orientation_z=orientation_w
215,586=11,883=0,120=0,000=0,000=0,000=-1,000=0,001
215,606=11,883=0,119=0,000=0,000=0,000=-1,000=0,001
215,636=11,883=0,119=0,000=0,000=0,000=-1,000=0,001
215,656=11,883=0,121=0,000=0,000=-0,000=-1,000=-0,002
215,676=11,883=0,119=0,000=0,000=0,000=-1,000=0,001
215,706=11,883=0,120=0,000=0,000=0,000=-1,000=0,002
215,736=11,884=0,121=0,000=0,000=-0,000=-1,000=-0,001
215,756=11,884=0,122=0,000=0,000=-0,000=-1,000=-0,003
215,776=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,005
215,806=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,003
215,836=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,003
215,856=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,000
215,876=11,884=0,122=0,000=0,000=-0,000=-1,000=-0,002
215,926=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,003
215,946=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,004
215,976=11,884=0,123=0,000=0,000=-0,000=-1,000=-0,002
215,996=11,884=0,122=0,000=0,000=-0,000=-1,000=-0,003
216,106=11,884=0,120=0,000=0,000=-0,000=-1,000=-0,001
216,156=11,884=0,121=0,000=0,000=0,000=-1,000=0,000
216,186=11,885=0,123=0,000=0,000=-0,000=-1,000=-0,003
216,226=11,885=0,122=0,000=0,000=-0,000=-1,000=-0,003
216,256=11,885=0,122=0,000=0,000=-0,000=-1,000=-0,004
216,306=11,885=0,123=0,000=0,000=-0,000=-1,000=-0,006
216,336=11,885=0,121=0,000=0,000=-0,000=-1,000=-0,001
216,366=11,885=0,121=0,000=0,000=-0,000=-1,000=-0,001
216,386=11,885=0,120=0,000=0,000=-0,000=-1,000=-0,001
216,406=11,885=0,121=0,000=0,000=-0,000=-1,000=-0,003
216,456=11,885=0,120=0,000=0,000=-0,000=-1,000=-0,003
216,506=11,885=0,122=0,000=0,000=-0,000=-1,000=-0,003
216,526=11,885=0,122=0,000=0,000=-0,000=-1,000=-0,004
216,566=11,885=0,123=0,000=0,000=-0,000=-1,000=-0,005
216,586=11,886=0,122=0,000=0,000=-0,000=-1,000=-0,003
216,616=11,886=0,121=0,000=0,000=-0,000=-1,000=-0,003
216,646=11,886=0,120=0,000=0,000=0,000=-1,000=0,001
216,656=11,886=0,122=0,000=0,000=-0,000=-1,000=-0,000
216,686=11,886=0,122=0,000=0,000=-0,000=-1,000=-0,003
216,706=11,886=0,121=0,000=0,000=-0,000=-1,000=-0,003
216,756=11,886=0,121=0,000=0,000=0,000=-1,000=0,000
216,786=11,886=0,120=0,000=0,000=0,000=-1,000=0,002
216,806=11,887=0,122=0,000=0,000=-0,000=-1,000=-0,002
216,886=11,887=0,121=0,000=0,000=-0,000=-1,000=-0,000
216,916=11,887=0,120=0,000=0,000=0,000=-1,000=0,001
216,946=11,887=0,122=0,000=0,000=-0,000=-1,000=-0,002
217,006=11,887=0,121=0,000=0,000=-0,000=-1,000=-0,001
217,036=11,887=0,119=0,000=0,000=0,000=-1,000=0,001
217,106=11,887=0,118=0,000=0,000=0,000=-1,000=0,003
217,136=11,888=0,120=0,000=0,000=-0,000=-1,000=-0,002
217,206=11,888=0,121=0,000=0,000=0,000=-1,000=0,001
217,236=11,888=0,120=0,000=0,000=0,000=-1,000=0,003
217,256=11,889=0,122=0,000=0,000=-0,000=-1,000=-0,001
217,306=11,889=0,120=0,000=0,000=-0,000=-1,000=-0,000
217,336=11,889=0,120=0,000=0,000=0,000=-1,000=0,002
217,366=11,889=0,121=0,000=0,000=-0,000=-1,000=-0,002
217,396=11,889=0,121=0,000=0,000=0,000=-1,000=0,001
217,426=11,889=0,120=0,000=0,000=0,000=-1,000=0,001
217,456=11,890=0,120=0,000=0,000=0,000=-1,000=0,003
217,506=11,890=0,120=0,000=0,000=0,000=-1,000=0,000
217,526=11,890=0,120=0,000=0,000=0,000=-1,000=0,002
217,566=11,890=0,119=0,000=0,000=0,000=-1,000=0,002
217,586=11,890=0,121=0,000=0,000=0,000=-1,000=0,000
217,606=11,890=0,120=0,000=0,000=0,000=-1,000=0,003
217,656=11,890=0,122=0,000=0,000=-0,000=-1,000=-0,002
217,706=11,890=0,122=0,000=0,000=-0,000=-1,000=-0,002
217,746=11,890=0,122=0,000=0,000=-0,000=-1,000=-0,003
217,776=11,890=0,123=0,000=0,000=-0,000=-1,000=-0,004
217,796=11,890=0,123=0,000=0,000=-0,000=-1,000=-0,005
217,826=11,890=0,122=0,000=0,000=-0,000=-1,000=-0,005
217,846=11,891=0,123=0,000=0,000=-0,000=-1,000=-0,003
217,866=11,891=0,121=0,000=0,000=0,000=-1,000=0,000
217,906=11,891=0,121=0,000=0,000=0,000=-1,000=0,001
217,996=11,891=0,121=0,000=0,000=-0,000=-1,000=-0,002
218,016=11,891=0,122=0,000=0,000=-0,000=-1,000=-0,002
218,046=11,891=0,122=0,000=0,000=-0,000=-1,000=-0,002
218,086=11,891=0,122=0,000=0,000=-0,000=-1,000=-0,001
218,136=11,891=0,122=0,000=0,000=-0,000=-1,000=-0,000
218,166=11,891=0,122=0,000=0,000=-0,000=-1,000=-0,001
218,186=11,891=0,120=0,000=0,000=0,000=-1,000=0,002
218,336=11,891=0,120=0,000=0,000=0,000=-1,000=0,003
218,366=11,891=0,120=0,000=0,000=0,000=-1,000=0,002
218,436=11,892=0,119=0,000=0,000=0,000=-1,000=0,004
